user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
MAG_108	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_010723735.1, s__Mycobacterium hippocampi_B, 95.0, 80.84, 0.65; GCF_013390125.1, s__Mycobacterium hippocampi_A, 95.0, 80.77, 0.65; GCF_902705885.1, s__Mycobacterium vanbaalenii_A, 95.0, 80.72, 0.64; GCF_005222675.1, s__Mycobacterium sp005222675, 95.0, 80.65, 0.64; GCF_000612725.1, s__Mycobacterium austroafricanum, 95.0, 79.57, 0.56; GCF_001545925.1, s__Mycobacterium sp001545925, 95.0, 79.48, 0.48; GCF_001044235.1, s__Mycobacterium chlorophenolicum, 95.8643, 79.47, 0.54; GCF_000266905.1, s__Mycobacterium chubuense_A, 95.0, 79.44, 0.59; GCF_001044255.1, s__Mycobacterium chubuense, 95.8643, 79.4, 0.52; GCF_010729305.1, s__Mycobacterium psychrotolerans, 95.0, 79.39, 0.54; GCA_000762985.1, s__Mycobacterium rufum_A, 95.0, 79.28, 0.55; GCF_001552715.1, s__Mycobacterium vaccae, 95.0, 79.26, 0.5; GCF_002086815.1, s__Mycobacterium parafortuitum, 95.0, 79.18, 0.52; GCF_010728325.1, s__Mycobacterium poriferae, 95.0, 79.12, 0.54; GCF_900637195.1, s__Mycobacterium aurum, 95.0, 79.09, 0.55; GCF_900454025.1, s__Mycobacterium gilvum, 95.0, 79.07, 0.52; GCF_010725485.1, s__Mycobacterium sp002946335, 95.0, 79.05, 0.52; GCF_017312405.1, s__Mycobacterium sp017312405, 95.0, 79.03, 0.52; GCF_014190915.1, s__Mycobacterium iranicum_B, 95.0, 78.98, 0.52; GCF_001044245.1, s__Mycobacterium obuense, 95.0, 78.97, 0.48; GCF_010726645.1, s__Mycobacterium duvalii, 95.0, 78.95, 0.49; GCF_007096635.1, s__Mycobacterium sp007096635, 95.0, 78.92, 0.46; GCF_900108565.1, s__Mycobacterium rutilum, 95.0, 78.9, 0.48; GCF_001722335.1, s__Mycobacterium flavescens_A, 95.0, 78.87, 0.47; GCF_002101705.1, s__Mycobacterium iranicum, 95.0, 78.81, 0.5; GCF_001583415.1, s__Mycobacterium phlei, 95.0, 78.72, 0.47; GCF_004570325.1, s__Mycobacterium sp004570325, 95.0, 78.7, 0.44; GCF_001672895.1, s__Mycobacterium sp001672895, 95.0, 78.64, 0.4; GCF_001499855.1, s__Mycobacterium sp001499855, 95.0, 78.63, 0.43; GCF_010731695.1, s__Mycobacterium litorale, 95.0, 78.61, 0.43; GCF_002838065.1, s__Mycobacterium sp002838065, 95.0, 78.61, 0.42; GCF_001499965.1, s__Mycobacterium sp001499965, 95.0, 78.6, 0.44; GCF_010731575.1, s__Mycobacterium monacense, 95.0, 78.58, 0.43; GCF_010731795.1, s__Mycobacterium celeriflavum, 95.0, 78.57, 0.43; GCF_001500125.1, s__Mycobacterium sp001500125, 95.0, 78.56, 0.43; GCF_001570485.1, s__Mycobacterium novocastrense, 95.0, 78.56, 0.42; GCF_001650495.1, s__Mycobacterium iranicum_A, 95.0, 78.55, 0.5; GCF_001722355.1, s__Mycobacterium holsaticum, 95.0, 78.55, 0.42; GCF_001499995.1, s__Mycobacterium sp001499995, 95.0, 78.54, 0.43; GCF_014218295.1, s__Mycobacterium litorale_B, 95.0, 78.54, 0.43; GCF_001500025.1, s__Mycobacterium sp001500025, 95.0, 78.53, 0.4; GCF_002245535.1, s__Mycobacterium lehmannii, 95.2034, 78.5, 0.4; GCF_001050015.1, s__Mycobacterium malmesburyense, 95.0, 78.49, 0.42; GCF_002101965.1, s__Mycobacterium wolinskyi, 95.0, 78.47, 0.39; GCF_004014805.1, s__Mycobacterium elephantis, 95.0, 78.45, 0.43; GCF_010725725.1, s__Mycobacterium pulveris, 95.0, 78.44, 0.44; GCF_001050035.1, s__Mycobacterium komanii, 95.0, 78.43, 0.42; GCF_001665535.1, s__Mycobacterium sp001665535, 95.0, 78.43, 0.42; GCF_900240945.1, s__Mycobacterium sp900240945, 95.0, 78.42, 0.45; GCF_900078665.2, s__Mycobacterium houstonense, 95.0, 78.42, 0.39; GCF_001500065.1, s__Mycobacterium sp001500065, 95.0, 78.4, 0.43; GCF_017352375.1, s__Mycobacterium sp017352375, 95.0, 78.4, 0.42; GCF_000328565.1, s__Mycobacterium sp000328565, 95.0, 78.38, 0.4; GCF_016313185.1, s__Mycobacterium sp016313185, 95.0, 78.37, 0.41; GCA_900637135.1, s__Mycobacterium flavescens, 95.2034, 78.36, 0.41; GCF_001499905.1, s__Mycobacterium sp001499905, 95.0, 78.36, 0.4; GCF_001668575.1, s__Mycobacterium sp001668575, 95.0, 78.36, 0.4; GCF_009729095.1, s__Mycobacterium sp009729095, 95.0, 78.34, 0.38; GCF_014873705.1, s__Mycobacterium sp014873705, 95.0, 78.34, 0.42; GCF_001457595.1, s__Mycobacterium smegmatis, 95.0, 78.34, 0.4; GCF_001245615.1, s__Mycobacterium neworleansense, 95.0, 78.32, 0.38; GCF_002086795.1, s__Mycobacterium tusciae, 95.0, 78.31, 0.39; GCF_003201655.1, s__Mycobacterium moriokaense_A, 95.0, 78.31, 0.42; GCF_010727475.1, s__Mycobacterium mageritense, 95.0, 78.3, 0.41; GCF_010728155.1, s__Mycobacterium doricum, 95.0, 78.3, 0.34; GCF_002553505.1, s__Mycobacterium agri, 95.0, 78.29, 0.41; GCF_001665685.1, s__Mycobacterium sp001665685, 95.0, 78.29, 0.38; GCF_002086835.1, s__Mycobacterium porcinum, 95.0, 78.29, 0.4; GCF_001187505.1, s__Mycobacterium goodii_B, 95.0, 78.28, 0.42; GCF_019050325.1, s__Mycobacterium fortunisiensis, 95.0, 78.27, 0.4; GCF_003284965.1, s__Mycobacterium sp003284965, 95.0, 78.26, 0.42; GCF_002157835.1, s__Mycobacterium dioxanotrophicus, 95.0, 78.23, 0.41; GCF_001942625.1, s__Mycobacterium syngnathidarum, 95.0, 78.23, 0.37; GCF_010731295.1, s__Mycobacterium boenickei, 95.0, 78.23, 0.41; GCF_000723385.1, s__Mycobacterium farcinogenes, 95.0, 78.23, 0.39; GCF_001665575.1, s__Mycobacterium sp001665575, 95.0, 78.23, 0.34; GCF_010728925.1, s__Mycobacterium gadium, 95.0, 78.22, 0.4; GCF_010726085.1, s__Mycobacterium moriokaense, 95.0, 78.22, 0.42; GCF_001942045.1, s__Mycobacterium porcinum_A, 95.0, 78.21, 0.4; GCA_018268465.1, s__Mycobacterium sp018268465, 95.0, 78.21, 0.4; GCF_000230895.2, s__Mycobacterium rhodesiae_A, 95.0, 78.21, 0.41; GCF_002102345.1, s__Mycobacterium peregrinum, 95.0, 78.2, 0.39; GCF_003347205.1, s__Mycobacterium moriokaense_B, 95.0, 78.2, 0.44; GCF_002086485.1, s__Mycobacterium aquaticum, 95.0, 78.19, 0.39; GCF_001954135.1, s__Mycobacterium sp001954135, 95.0, 78.18, 0.37; GCF_001570425.1, s__Mycobacterium brisbanense, 95.0, 78.17, 0.4; GCF_001953975.1, s__Mycobacterium sp001953975, 95.0, 78.15, 0.38; GCF_000373905.1, s__Mycobacterium sp000373905, 95.0, 78.15, 0.32; GCF_001667505.1, s__Mycobacterium sp001667505, 95.0, 78.14, 0.43; GCF_014874045.1, s__Mycobacterium sp014874045, 95.0, 78.11, 0.38; GCF_000382405.1, s__Mycobacterium sp000382405, 95.0, 78.11, 0.31; GCF_010726765.1, s__Mycobacterium gallinarum, 95.0, 78.11, 0.4; GCA_001665255.1, s__Mycobacterium sp001665255, 95.0, 78.09, 0.33; GCF_000243415.2, s__Mycobacterium tusciae_A, 95.0, 78.07, 0.4; GCF_001665785.1, s__Mycobacterium peregrinum_A, 95.0, 78.07, 0.38; GCF_001665625.1, s__Mycobacterium peregrinum_B, 95.0, 78.06, 0.38; GCF_000295855.1, s__Mycobacterium fortuitum, 95.0, 78.06, 0.39; GCF_002798385.1, s__Mycobacterium goodii, 95.0, 78.05, 0.4; GCF_001668615.1, s__Mycobacterium sp001668615, 95.0, 78.02, 0.37; GCF_002591975.1, s__Mycobacterium neglectum, 95.0, 77.99, 0.39	96.21	11	0.9864148865679012	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_116	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__W498;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__W498;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	71.74	11	0.848406720497824	N/A
MAG_117	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__SOIY01;s__SOIY01 sp004376785	GCA_004376785.1	95.0	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__SOIY01;s__SOIY01 sp004376785	97.1	0.69	GCA_004376785.1	95.0	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__SOIY01;s__SOIY01 sp004376785	97.1	0.69	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	80.98	11	N/A	N/A
MAG_12	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__UBA1268;s__	N/A	N/A	N/A	N/A	N/A	GCA_016776925.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__UBA1268;s__UBA1268 sp016776925	86.88	0.78	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__UBA1268;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905477565.1, s__UBA1268 sp905477565, 95.0, 84.96, 0.86; GCA_003509235.1, s__UBA1268 sp003509235, 95.0, 84.52, 0.77; GCA_002694955.1, s__UBA1268 sp002694955, 95.0, 82.57, 0.75; GCA_018694455.1, s__UBA1268 sp018694455, 95.0, 79.89, 0.49; GCA_002862165.1, s__UBA1268 sp002862165, 95.0, 79.24, 0.44; GCA_014238855.1, s__UBA1268 sp014238855, 95.0, 79.13, 0.45	78.57	11	0.9855816582895977	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_121	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	57.09	11	0.820333428754867	N/A
MAG_128	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__B4-G1;g__BS750m-G37;s__	N/A	N/A	N/A	N/A	N/A	GCA_016783285.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__B4-G1;g__BS750m-G37;s__BS750m-G37 sp016783285	82.07	0.52	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__B4-G1;g__BS750m-G37;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	70.39	11	0.8971555619942391	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_133	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	75.46	11	0.8812347681223849	N/A
MAG_134	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__RBG-13-36-15;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__RBG-13-36-15;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	59.91	11	0.746796958001941	N/A
MAG_141	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__VGOG01;f__VGOG01;g__VGOG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016875995.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__VGOG01;f__VGOG01;g__VGOG01;s__VGOG01 sp016875995	83.06	0.72	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__VGOG01;f__VGOG01;g__VGOG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	78.14	11	0.8903644204575496	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_142	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__SOIV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__SOIV01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004377005.1, s__SOIV01 sp004377005, 95.0, 83.15, 0.54; GCA_011049545.1, s__SOIV01 sp011049545, 95.0, 82.26, 0.71; GCA_011773465.1, s__SOIV01 sp011773465, 95.0, 81.52, 0.66; GCA_011772475.1, s__SOIV01 sp011772475, 95.0, 80.24, 0.69; GCA_016783445.1, s__SOIV01 sp016783445, 95.0, 78.24, 0.46	73.09	11	0.9027190087935948	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_144	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium;s__	ANI	classification based on placement in class-level tree	GCA_017792465.1, s__Filomicrobium sp017792465, 95.0, 77.21, 0.16; GCA_018830445.1, s__Filomicrobium sp018830445, 95.0, 77.11, 0.18; GCA_018819265.1, s__Filomicrobium sp018819265, 95.0, 77.08, 0.19; GCA_001516065.1, s__Filomicrobium sp001516065, 95.0, 77.03, 0.15; GCF_900104305.1, s__Filomicrobium insigne, 95.0, 76.17, 0.05	76.85	11	0.9581177672108844	N/A
MAG_148	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__GWA2-38-27;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__GWA2-38-27;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	37.53	11	0.8282298258571271	N/A
MAG_162	d__Bacteria;p__Desulfobacterota;c__BSN033;o__WVXP01;f__WVXP01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011773445.1	95.0	d__Bacteria;p__Desulfobacterota;c__BSN033;o__WVXP01;f__WVXP01;g__WVXP01;s__WVXP01 sp011773445	77.0	0.18	d__Bacteria;p__Desulfobacterota;c__BSN033;o__WVXP01;f__WVXP01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	72.34	11	0.8265372865393465	N/A
MAG_164	d__Bacteria;p__Aerophobota;c__Aerophobia;o__Aerophobales;f__AE-B3A;g__SOJT01;s__	N/A	N/A	N/A	N/A	N/A	GCA_004376485.1	95.0	d__Bacteria;p__Aerophobota;c__Aerophobia;o__Aerophobales;f__AE-B3A;g__SOJT01;s__SOJT01 sp004376485	91.49	0.59	d__Bacteria;p__Aerophobota;c__Aerophobia;o__Aerophobales;f__AE-B3A;g__SOJT01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	47.56	11	0.9587841215665993	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_171	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__B3-Chlor;g__B3-Chlor;s__	N/A	N/A	N/A	N/A	N/A	GCA_005223035.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__B3-Chlor;g__B3-Chlor;s__B3-Chlor sp005223035	78.37	0.35	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__B3-Chlor;g__B3-Chlor;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	66.94	11	0.8882639769211826	N/A
MAG_172	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__B3-Chlor;g__B3-Chlor;s__	N/A	N/A	N/A	N/A	N/A	GCA_005223035.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__B3-Chlor;g__B3-Chlor;s__B3-Chlor sp005223035	78.42	0.33	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__B3-Chlor;g__B3-Chlor;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	71.35	11	0.8874404792315238	N/A
MAG_193	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__E44-bin15;f__E44-bin15;g__E44-bin26;s__	N/A	N/A	N/A	N/A	N/A	GCA_004376075.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__E44-bin15;f__E44-bin15;g__E44-bin26;s__E44-bin26 sp004376075	93.18	0.79	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__E44-bin15;f__E44-bin15;g__E44-bin26;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	60.03	11	0.9436194117253933	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_200	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__BS750m-G69;s__	N/A	N/A	N/A	N/A	N/A	GCA_016782645.1	95.0	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__BS750m-G69;s__BS750m-G69 sp016782645	94.83	0.63	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__BS750m-G69;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	73.27	11	0.980729761400351	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_202	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus qingshengii	GCF_001646745.1	95.5281	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus qingshengii	98.7	0.91	GCF_001646745.1	95.5281	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus qingshengii	98.7	0.91	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001552595.1, s__Rhodococcus erythropolis, 95.5281, 95.56, 0.88; GCF_016598535.1, s__Rhodococcus erythropolis_D, 95.0, 94.14, 0.91; GCF_005938745.2, s__Rhodococcus sp005938745, 95.0, 83.49, 0.61; GCF_001894805.1, s__Rhodococcus globerulus, 95.0, 83.37, 0.58; GCF_002245895.1, s__Rhodococcus sp002245895, 95.0, 82.32, 0.52; GCF_900105905.1, s__Rhodococcus koreensis, 95.0, 79.34, 0.36; GCF_017068395.1, s__Rhodococcus sp002165735, 95.0, 79.33, 0.36; GCF_014256275.1, s__Rhodococcus wratislaviensis_A, 95.0, 79.3, 0.34; GCF_000014565.1, s__Rhodococcus jostii_A, 95.0, 79.27, 0.36; GCF_900455735.1, s__Rhodococcus wratislaviensis, 95.0, 79.25, 0.34; GCF_012396235.1, s__Rhodococcus opacus, 95.0, 79.24, 0.34; GCF_001894825.1, s__Rhodococcus jostii, 95.0, 79.23, 0.34; GCF_000010805.1, s__Rhodococcus opacus_C, 95.0, 79.21, 0.35; GCF_004328705.1, s__Rhodococcus sp004328705, 95.0, 79.08, 0.32; GCF_013348805.1, s__Rhodococcus sp003350365, 95.0, 79.05, 0.35; GCF_001646645.1, s__Rhodococcus hoagii, 95.0, 79.0, 0.38; GCF_000738775.1, s__Rhodococcus defluvii, 95.0, 79.0, 0.37; GCF_001894985.1, s__Rhodococcus tukisamuensis, 95.0, 78.92, 0.34; GCF_003051005.1, s__Rhodococcus sp003051005, 95.0, 78.91, 0.36; GCF_003130705.1, s__Rhodococcus sp003130705, 95.0, 78.84, 0.29; GCF_004011865.1, s__Rhodococcus agglutinans, 95.0, 78.81, 0.37; GCF_006704125.1, s__Rhodococcus sp006704125, 95.0, 78.76, 0.38; GCF_005049235.1, s__Rhodococcus oryzae, 95.0, 78.75, 0.34; GCF_005484805.1, s__Rhodococcus sp005484805, 95.0, 78.71, 0.37; GCF_001894885.1, s__Rhodococcus marinonascens, 95.0, 78.7, 0.31; GCF_001767395.1, s__Rhodococcus sp001767395, 95.0, 78.69, 0.28; GCF_005434945.1, s__Rhodococcus subtropicus, 95.0, 78.68, 0.37; GCF_001894865.1, s__Rhodococcus maanshanensis, 95.0, 78.66, 0.33; GCF_014217785.1, s__Rhodococcus triatomae, 95.0, 78.65, 0.33; GCF_001646785.1, s__Rhodococcus phenolicus, 95.0, 78.57, 0.25; GCF_001895045.1, s__Rhodococcus coprophilus, 95.0, 78.56, 0.28; GCF_001040705.1, s__Rhodococcus sp001040705, 95.0, 78.56, 0.3; GCF_900187265.1, s__Rhodococcus rhodochrous, 95.0, 78.53, 0.29; GCF_015865005.1, s__Rhodococcus sp015865005, 95.0, 78.53, 0.26; GCF_012726205.1, s__Rhodococcus sp012726205, 95.0, 78.52, 0.33; GCF_004011825.1, s__Rhodococcus sp004011825, 95.0, 78.49, 0.34; GCF_900105195.1, s__Rhodococcus pyridinivorans, 95.0, 78.47, 0.29; GCF_001895025.1, s__Rhodococcus zopfii, 95.0, 78.45, 0.26; GCF_011058165.1, s__Rhodococcus aetherivorans, 95.0, 78.45, 0.28; GCF_001646655.1, s__Rhodococcus gordoniae, 95.0, 78.44, 0.31; GCF_000341795.1, s__Rhodococcus triatomae_A, 95.0, 78.44, 0.29; GCF_001894945.1, s__Rhodococcus ruber, 95.0, 78.39, 0.32; GCF_004011835.1, s__Rhodococcus sp004011835, 95.0, 78.38, 0.32; GCA_001312645.1, s__Rhodococcus sp001312645, 95.0, 78.35, 0.21; GCF_013602415.1, s__Rhodococcus sp013602415, 95.0, 78.34, 0.25; GCA_012514505.1, s__Rhodococcus sp012514505, 95.0, 78.3, 0.33; GCA_012729135.1, s__Rhodococcus sp012729135, 95.0, 78.29, 0.34; GCF_012844225.1, s__Rhodococcus sp012844225, 95.0, 78.28, 0.29; GCF_001894925.1, s__Rhodococcus rhodnii, 95.0, 78.2, 0.32; GCF_012726195.1, s__Rhodococcus sp012726195, 95.0, 78.13, 0.24; GCF_004345605.1, s__Rhodococcus sp004345605, 95.0, 78.08, 0.23; GCA_012515885.1, s__Rhodococcus sp012515885, 95.0, 77.56, 0.26	94.06	11	N/A	N/A
MAG_210	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_000493965.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	78.15	0.13	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.9	11	0.8364950606072449	N/A
MAG_216	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	34.65	11	0.8712418177823097	N/A
MAG_217_sub	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__JAFGBN01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016933195.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__JAFGBN01;s__JAFGBN01 sp016933195	80.63	0.26	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__JAFGBN01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	41.36	11	0.8931445033365293	N/A
MAG_222_sub	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__MSB-5A5;f__SM23-73-2;g__SM23-73-2;s__	N/A	N/A	N/A	N/A	N/A	GCA_001304315.1	95.0	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__MSB-5A5;f__SM23-73-2;g__SM23-73-2;s__SM23-73-2 sp001304315	77.4	0.37	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__MSB-5A5;f__SM23-73-2;g__SM23-73-2;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	56.67	11	0.8827563658667084	N/A
MAG_224	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__B68-G16;s__	N/A	N/A	N/A	N/A	N/A	GCA_003647945.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__B68-G16;s__B68-G16 sp003647945	86.48	0.61	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__B68-G16;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	34.0	11	0.9531392922710429	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_226	d__Bacteria;p__WOR-3;c__UBA3072;o__UBA3072;f__UBA3072;g__E29-bin14;s__	N/A	N/A	N/A	N/A	N/A	GCA_004377355.1	95.0	d__Bacteria;p__WOR-3;c__UBA3072;o__UBA3072;f__UBA3072;g__E29-bin14;s__E29-bin14 sp004377355	78.65	0.58	d__Bacteria;p__WOR-3;c__UBA3072;o__UBA3072;f__UBA3072;g__E29-bin14;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	58.84	11	0.9325503313025604	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_229	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__VGOG01;f__VGOG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016875995.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__VGOG01;f__VGOG01;g__VGOG01;s__VGOG01 sp016875995	77.69	0.24	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__VGOG01;f__VGOG01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	86.22	11	0.7800497238027453	N/A
